nctid	age	count
NCT00075816	>=61 years	67.0
NCT00076050	<=18 years	0.0
NCT00076050	>=65 years	0.0
NCT00076050	between 18 and 65 years	248.0
NCT00076102	<=18 years	34.0
NCT00076102	>=65 years	0.0
NCT00076102	between 18 and 65 years	2.0
NCT00076219	<=18 years	0.0
NCT00076219	>=65 years	448.0
NCT00076219	between 18 and 65 years	676.0
NCT00076336	< 30 years	8.0
NCT00076336	> 50 years	132.0
NCT00076336	between 30 and 50 years	88.0
NCT00076622	<=18 years	0.0
NCT00076622	>=65 years	94.0
NCT00076622	between 18 and 65 years	0.0
NCT00076752	<=18 years	1.0
NCT00076752	>=65 years	0.0
NCT00076752	between 18 and 65 years	8.0
NCT00077675	<=18 years	0.0
NCT00077675	>=65 years	12.0
NCT00077675	between 18 and 65 years	183.0
NCT00077922	<=18 years	0.0
NCT00077922	>=65 years	6.0
NCT00077922	between 18 and 65 years	9.0
NCT00077974	< 65 years	87.0
NCT00077974	>= 65 years	19.0
NCT00078286	<=18 years	0.0
NCT00078286	>=65 years	191.0
NCT00078286	between 18 and 65 years	278.0
NCT00078312	<=18 years	0.0
NCT00078312	>=65 years	2.0
NCT00078312	between 18 and 65 years	326.0
NCT00078325	<=18 years	0.0
NCT00078325	>=65 years	2.0
NCT00078325	between 18 and 65 years	390.0
NCT00078338	18 years to 64 years	764.0
NCT00078338	greater than 64 years	0.0
NCT00078338	less than 18 years	0.0
NCT00078403	<=18 years	0.0
NCT00078403	>=65 years	0.0
NCT00078403	between 18 and 65 years	255.0
NCT00078559	<=18 years	0.0
NCT00078559	>=65 years	0.0
NCT00078559	between 18 and 65 years	10.0
NCT00078715	<=18 years	0.0
NCT00078715	>=65 years	0.0
NCT00078715	between 18 and 65 years	6.0
NCT00078728	<=18 years	40.0
NCT00078728	>=65 years	0.0
NCT00078728	between 18 and 65 years	0.0
NCT00078754	<=18 years	0.0
NCT00078754	>=65 years	0.0
NCT00078754	between 18 and 65 years	90.0
NCT00078767	<=18 years	22.0
NCT00078767	>=65 years	0.0
NCT00078767	between 18 and 65 years	0.0
NCT00078819	12 to 17 years	135.0
NCT00078819	4 to 11 years	76.0
NCT00079183	<=18 years	14.0
NCT00079183	>=65 years	4.0
NCT00079183	between 18 and 65 years	26.0
NCT00079339	<=18 years	51.0
NCT00079339	>=65 years	0.0
NCT00079339	between 18 and 65 years	0.0
NCT00079391	<=18 years	4.0
NCT00079391	>=65 years	0.0
NCT00079391	between 18 and 65 years	46.0
NCT00079781	<=18 years	2.0
NCT00079781	>=65 years	0.0
NCT00079781	between 18 and 65 years	58.0
NCT00080301	<50 years	280.0
NCT00080301	>= 50 years	471.0
NCT00080301	<65 years	658.0
NCT00080301	>= 65 years	93.0
NCT00080301	unknown	1.0
NCT00080483	<=18 years	0.0
NCT00080483	>=65 years	4.0
NCT00080483	between 18 and 65 years	31.0
NCT00080535	<=18 years	0.0
NCT00080535	>=65 years	4.0
NCT00080535	between 18 and 65 years	6.0
NCT00081263	18-19 years	6.0
NCT00081263	20-29 years	53.0
NCT00081263	30-39 years	23.0
NCT00081263	40-49 years	9.0
NCT00081458	35-44 years	11.0
NCT00081458	< 35 years	15.0
NCT00081458	45 - 54 years	25.0
NCT00081458	> 55 years	32.0
NCT00081497	<40 years	15.0
NCT00081497	≥40 years	52.0
NCT00081731	<=18 years	0.0
NCT00081731	>=65 years	664.0
NCT00081731	between 18 and 65 years	267.0
NCT00081939	<=18 years	0.0
NCT00081939	>=65 years	84.0
NCT00081939	between 18 and 65 years	219.0
NCT00082173	<=18 years	0.0
NCT00082173	>=65 years	3.0
NCT00082173	between 18 and 65 years	143.0
NCT00082329	<=18 years	0.0
NCT00082329	>=65 years	0.0
NCT00082329	between 18 and 65 years	9.0
NCT00082355	<=18 years	0.0
NCT00082355	>=65 years	0.0
NCT00082355	between 18 and 65 years	30.0
NCT00082368	<=18 years	0.0
NCT00082368	>=65 years	1.0
NCT00082368	between 18 and 65 years	11.0
NCT00082407	<=18 years	0.0
NCT00082407	>=65 years	143.0
NCT00082407	between 18 and 65 years	358.0
NCT00082433	<50 years	460.0
NCT00082433	≥50 years	761.0
NCT00082433	<65 years	1063.0
NCT00082433	≥65 years	158.0
NCT00082641	participant >= 19 years of age	23.0
NCT00082758	<=18 years	38.0
NCT00082758	>=65 years	0.0
NCT00082758	between 18 and 65 years	1.0
NCT00083174	<=18 years	0.0
NCT00083174	>=65 years	1621.0
NCT00083174	between 18 and 65 years	2939.0
NCT00083551	>/= 60 to < 65 years	259.0
NCT00083551	< 60 years	273.0
NCT00083551	>/= 65 years	136.0
NCT00083720	<=18 years	0.0
NCT00083720	>=65 years	43.0
NCT00083720	between 18 and 65 years	42.0
NCT00083889	<=18 years	0.0
NCT00083889	>=65 years	275.0
NCT00083889	between 18 and 65 years	475.0
NCT00083915	<=18 years	0.0
NCT00083915	>=65 years	46.0
NCT00083915	between 18 and 65 years	51.0
NCT00084136	at least 50 years	103.0
NCT00084136	between 18 and 29 years	433.0
NCT00084136	between 30 and 39 years	690.0
NCT00084136	between 40 and 49 years	345.0
NCT00084383	<=18 years	0.0
NCT00084383	>=65 years	27.0
NCT00084383	between 18 and 65 years	33.0
NCT00084409	<=18 years	0.0
NCT00084409	>=65 years	33.0
NCT00084409	between 18 and 65 years	119.0
NCT00084747	<=18 years	0.0
NCT00084747	>=65 years	3.0
NCT00084747	between 18 and 65 years	27.0
NCT00084799	<=18 years	0.0
NCT00084799	>=65 years	3.0
NCT00084799	between 18 and 65 years	7.0
NCT00085098	<=18 years	23.0
NCT00085098	>=65 years	0.0
NCT00085098	between 18 and 65 years	1.0
NCT00085423	<=18 years	0.0
NCT00085423	>=65 years	1.0
NCT00085423	between 18 and 65 years	19.0
NCT00085436	<=18 years	0.0
NCT00085436	>=65 years	6.0
NCT00085436	between 18 and 65 years	12.0
NCT00085566	<=18 years	0.0
NCT00085566	>=65 years	29.0
NCT00085566	between 18 and 65 years	34.0
NCT00085644	<=18 years	1.0
NCT00085644	>=65 years	5.0
NCT00085644	between 18 and 65 years	309.0
NCT00085917	<=18 years	0.0
NCT00085917	>=65 years	0.0
NCT00085917	between 18 and 65 years	29.0
NCT00086047	<=18 years	114.0
NCT00086047	>=65 years	0.0
NCT00086047	between 18 and 65 years	0.0
NCT00086307	<=18 years	0.0
NCT00086307	>=65 years	0.0
NCT00086307	between 18 and 65 years	39.0
NCT00086385	<=18 years	0.0
NCT00086385	>=65 years	44.0
NCT00086385	between 18 and 65 years	358.0
NCT00086619	<=18 years	0.0
NCT00086619	>=65 years	27.0
NCT00086619	between 18 and 65 years	53.0
NCT00087126	40-49 years	10.0
NCT00087126	<40 years	4.0
NCT00087126	50-59 years	8.0
NCT00087126	60-69 years	3.0
NCT00087152	<=18 years	0.0
NCT00087152	>=65 years	5.0
NCT00087152	between 18 and 65 years	22.0
NCT00087555	18 - 39 years	53.0
NCT00087555	40 - 49 years	60.0
NCT00087555	50 - 64 years	73.0
NCT00087555	>=65 years	9.0
NCT00087672	<=18 years	0.0
NCT00087672	>=65 years	22.0
NCT00087672	between 18 and 65 years	19.0
NCT00088153	<=18 years	110.0
NCT00088153	>=65 years	0.0
NCT00088153	between 18 and 65 years	0.0
NCT00088166	<=18 years	0.0
NCT00088166	>=65 years	24.0
NCT00088166	between 18 and 65 years	176.0
NCT00088218	<=18 years	0.0
NCT00088218	>=65 years	82.0
NCT00088218	between 18 and 65 years	13.0
NCT00088374	<=18 years	0.0
NCT00088374	>=65 years	1.0
NCT00088374	between 18 and 65 years	8.0
NCT00088413	<=18 years	0.0
NCT00088413	>=65 years	9.0
NCT00088413	between 18 and 65 years	42.0
NCT00088452	<=18 years	451.0
NCT00088452	>=65 years	0.0
NCT00088452	between 18 and 65 years	0.0
NCT00088530	18 to < 30	7.0
NCT00088530	30 to < 40	11.0
NCT00088530	40 to < 50	16.0
NCT00088530	50 to < 60	39.0
NCT00088530	60 to < 70	41.0
NCT00088530	70 to < 80	24.0
NCT00088530	≥ 80	2.0
NCT00088699	<=18 years	0.0
NCT00088699	>=65 years	1.0
NCT00088699	between 18 and 65 years	66.0
NCT00089011	<=18 years	0.0
NCT00089011	>=65 years	27.0
NCT00089011	between 18 and 65 years	123.0
NCT00089505	>=50 years	20.0
NCT00089505	between 13 and 19 years	2.0
NCT00089505	between 20 and 29 years	232.0
NCT00089505	between 30 and 39 years	370.0
NCT00089505	between 40 and 49 years	117.0
NCT00089609	<=18 years	0.0
NCT00089609	>=65 years	36.0
NCT00089609	between 18 and 65 years	37.0
NCT00089648	< 65 years	43.0
NCT00089648	> = 65 years	18.0
NCT00089752	<=18 years	0.0
NCT00089752	>=65 years	11.0
NCT00089752	between 18 and 65 years	228.0
NCT00089843	<=18 years	0.0
NCT00089843	>=65 years	0.0
NCT00089843	between 18 and 65 years	77.0
NCT00090233	5 weeks of age and under	5.0
NCT00090233	6 to 12 weeks of age	69078.0
NCT00090233	over 12 weeks of age	191.0
NCT00090259	< 65 years of age	1768.0
NCT00090259	>=65 years of age	2066.0
NCT00090402	<=18 years	0.0
NCT00090402	>=65 years	33.0
NCT00090402	between 18 and 65 years	6.0
NCT00090493	<=18 years	0.0
NCT00090493	>=65 years	2.0
NCT00090493	between 18 and 65 years	2.0
NCT00090545	<=18 years	0.0
NCT00090545	>=65 years	23.0
NCT00090545	between 18 and 65 years	23.0
NCT00090584	<=18 years	0.0
NCT00090584	>=65 years	89.0
NCT00090584	between 18 and 65 years	218.0
NCT00090987	<=18 years	0.0
NCT00090987	>=65 years	1.0
NCT00090987	between 18 and 65 years	29.0
NCT00091260	<=18 years	0.0
NCT00091260	>=65 years	24.0
NCT00091260	between 18 and 65 years	58.0
NCT00091273	<=18 years	0.0
NCT00091273	>=65 years	2.0
NCT00091273	between 18 and 65 years	7.0
NCT00091572	<=18 years	0.0
NCT00091572	>=65 years	322.0
NCT00091572	between 18 and 65 years	537.0
NCT00091819	<=18 years	0.0
NCT00091819	>=65 years	161.0
NCT00091819	between 18 and 65 years	694.0
NCT00091962	<=18 years	0.0
NCT00091962	>=65 years	224.0
NCT00091962	between 18 and 65 years	229.0
NCT00092443	6 to 12 weeks	1306.0
NCT00092443	over 12 weeks	6.0
NCT00092456	6 to 12 weeks	790.0
NCT00092456	over 12 weeks	3.0
NCT00092495	10 to 11 years of age	528.0
NCT00092495	12 to 13 years of age	676.0
NCT00092495	14 to 15 years of age	571.0
NCT00092495	16 to 17 years of age	176.0
NCT00092495	18 to 19 years of age	316.0
NCT00092495	20 to 21 years of age	434.0
NCT00092495	22 to 23 years of age	353.0
NCT00092495	over 23 years of age	1.0
NCT00092521	16 to 24 years of age	5759.0
NCT00092547	17 years of age and over	0.0
NCT00092547	8 years of age and under	0.0
NCT00092547	9 to 16 years of age	1781.0
NCT00093041	<=18 years	0.0
NCT00093041	>=65 years	3.0
NCT00093041	between 18 and 65 years	25.0
NCT00093145	<=18 years	0.0
NCT00093145	>=65 years	3.0
NCT00093145	between 18 and 65 years	29.0
NCT00093782	<=18 years	0.0
NCT00093782	>=65 years	8.0
NCT00093782	between 18 and 65 years	28.0
NCT00093847	<=18 years	0.0
NCT00093847	>=65 years	8.0
NCT00093847	between 18 and 65 years	65.0
NCT00094211	<=18 years	0.0
NCT00094211	>=65 years	862.0
NCT00094211	between 18 and 65 years	0.0
NCT00094302	<=18 years	0.0
NCT00094302	>=65 years	2142.0
NCT00094302	between 18 and 65 years	1303.0
NCT00094497	>= 18 years	304.0
NCT00094536	<=18 years	0.0
NCT00094536	>=65 years	0.0
NCT00094536	between 18 and 65 years	106.0
NCT00094653	< 65 years	480.0
NCT00094653	>=65 years	196.0
NCT00094887	< 16 years	26.0
NCT00094887	>=16 years	124.0
NCT00094900	<=18 years	0.0
NCT00094900	>=65 years	0.0
NCT00094900	between 18 and 65 years	11.0
NCT00095121	<=18 years	173.0
NCT00095121	>=65 years	0.0
NCT00095121	between 18 and 65 years	0.0
NCT00095212	<=18 years	0.0
NCT00095212	>=65 years	0.0
NCT00095212	between 18 and 65 years	25.0
NCT00095238	< 65 years	740.0
NCT00095238	>=75 years	1413.0
NCT00095238	between 65 and 74 years	1975.0
NCT00095303	<=18 years	480.0
NCT00095303	>=65 years	0.0
NCT00095303	between 18 and 65 years	261.0
NCT00095563	<=18 years	0.0
NCT00095563	>=65 years	13.0
NCT00095563	between 18 and 65 years	27.0
NCT00095628	<=18 years	0.0
NCT00095628	>=65 years	7.0
NCT00095628	between 18 and 65 years	13.0
NCT00095836	<=18 years	0.0
NCT00095836	>=65 years	13.0
NCT00095836	between 18 and 65 years	14.0
NCT00095875	<=18 years	0.0
NCT00095875	>=65 years	20.0
NCT00095875	between 18 and 65 years	125.0
NCT00095940	<=18 years	45.0
NCT00095940	>=65 years	0.0
NCT00095940	between 18 and 65 years	7.0
NCT00095979	20-29 years	0.0
NCT00095979	30-39 years	0.0
NCT00095979	40-49 years	2.0
NCT00095979	50-59 years	11.0
NCT00095979	60-69 years	19.0
NCT00095979	70-79 years	16.0
NCT00095979	80-89 years	2.0
NCT00096018	30 - 39 years	2.0
NCT00096018	40 - 49 years	3.0
NCT00096018	50 - 59 years	10.0
NCT00096018	60 - 69 years	14.0
NCT00096018	70 - 79 years	9.0
NCT00096135	<=18 years	160.0
NCT00096135	>=65 years	0.0
NCT00096135	between 18 and 65 years	6.0
NCT00096161	<=18 years	0.0
NCT00096161	>=65 years	8.0
NCT00096161	between 18 and 65 years	28.0
NCT00096200	age 40-49	2.0
NCT00096200	age 50-59	19.0
NCT00096200	age 60-69	17.0
NCT00096200	age 70-79	6.0
NCT00096356	<=18 years	0.0
NCT00096356	>=65 years	24.0
NCT00096356	between 18 and 65 years	212.0
NCT00096382	<=18 years	0.0
NCT00096382	>=65 years	0.0
NCT00096382	between 18 and 65 years	26.0
NCT00096447	30-39 years	2.0
NCT00096447	40-49 years	4.0
NCT00096447	50-59 years	3.0
NCT00096447	60-69 years	13.0
NCT00096447	70-79 years	8.0
NCT00096486	<=18 years	0.0
NCT00096486	>=65 years	38.0
NCT00096486	between 18 and 65 years	36.0
NCT00096538	<=18 years	0.0
NCT00096538	>=65 years	5.0
NCT00096538	between 18 and 65 years	1.0
NCT00096681	<=18 years	26.0
NCT00096681	>=65 years	10.0
NCT00096681	between 18 and 65 years	726.0
NCT00096941	<=18 years	0.0
NCT00096941	>=65 years	0.0
NCT00096941	between 18 and 65 years	3.0
NCT00097253	<=18 years	0.0
NCT00097253	>=65 years	0.0
NCT00097253	between 18 and 65 years	56.0
NCT00097448	<=18 years	0.0
NCT00097448	>=65 years	0.0
NCT00097448	between 18 and 65 years	255.0
NCT00097708	40 - < 65 years	212.0
NCT00097708	< 40 years	268.0
NCT00097708	>=65 years	3.0
NCT00097773	<=18 years	304.0
NCT00097773	>=65 years	0.0
NCT00097773	between 18 and 65 years	0.0
NCT00098059	13 to <=18 years	2.0
NCT00098059	1 to <2 years	17.0
NCT00098059	2 to <6 years	29.0
NCT00098059	6 to <=12 years	26.0
NCT00098254	<=18 years	0.0
NCT00098254	>=65 years	17.0
NCT00098254	between 18 and 65 years	20.0
NCT00098293	18 to 24 years	66.0
NCT00098293	25 to 34 years	314.0
NCT00098293	35 to 44 years	331.0
NCT00098293	45 to 54 years	140.0
NCT00098293	55 to 64 years	36.0
NCT00098293	greater than or equal to 65 years	8.0
NCT00098293	less than 18 years	0.0
NCT00098306	18 to 24 years	1.0
NCT00098306	25 to 34 years	22.0
NCT00098306	35 to 44 years	253.0
NCT00098306	45 to 54 years	228.0
NCT00098306	55 to 64 years	73.0
NCT00098306	greater than or equal to 65 years	8.0
NCT00098306	less than 18 years	0.0
NCT00098722	18 to 24 years	2.0
NCT00098722	25 to 34 years	23.0
NCT00098722	35 to 44 years	196.0
NCT00098722	45 to 54 years	165.0
NCT00098722	55 to 64 years	67.0
NCT00098722	greater than or equal to 65 years	10.0
NCT00098722	less than 18 years	1.0
NCT00098748	<18 years	4.0
NCT00098748	≥65 years	1.0
NCT00098748	between 18 and 24 years	3.0
NCT00098748	between 25 and 34 years	7.0
NCT00098748	between 35 and 44 years	92.0
NCT00098748	between 45 and 54 years	66.0
NCT00098748	between 55 and 64 years	13.0
NCT00098813	<=18 years	0.0
NCT00098813	>=65 years	8.0
NCT00098813	between 18 and 65 years	12.0
NCT00098839	<=18 years	103.0
NCT00098839	>=65 years	0.0
NCT00098839	between 18 and 65 years	11.0
NCT00098865	<=18 years	14.0
NCT00098865	>=65 years	0.0
NCT00098865	between 18 and 65 years	1.0
NCT00098956	<=18 years	0.0
NCT00098956	>=65 years	7.0
NCT00098956	between 18 and 65 years	12.0
NCT00099021	<=18 years	0.0
NCT00099021	>=65 years	2.0
NCT00099021	between 18 and 65 years	19.0
NCT00099047	<=18 years	0.0
NCT00099047	>=65 years	6.0
NCT00099047	between 18 and 65 years	17.0
NCT00099632	>= 40 years	7.0
NCT00099632	between 13 and 19 years	17.0
NCT00099632	between 20 and 29 years	289.0
NCT00099632	between 30 and 39 years	109.0
NCT00099983	<=18 years	0.0
NCT00099983	>=65 years	0.0
NCT00099983	between 18 and 65 years	267.0
NCT00100659	<=18 years	114.0
NCT00100659	>=65 years	0.0
NCT00100659	between 18 and 65 years	0.0
NCT00100698	<=18 years	0.0
NCT00100698	>=65 years	0.0
NCT00100698	between 18 and 65 years	56.0
NCT00100802	<=18 years	110.0
NCT00100802	>=65 years	0.0
NCT00100802	between 18 and 65 years	8.0
NCT00101010	60 to 69	40.0
NCT00101010	70 to 79	27.0
NCT00101010	80 to 89	12.0
NCT00101010	90 to 99	1.0
NCT00101192	20-29 years	1.0
NCT00101192	30-39 years	11.0
NCT00101192	40-49 years	18.0
NCT00101192	50-59 years	26.0
NCT00101192	60-69 years	9.0
NCT00101192	70-79 years	4.0
NCT00101413	< 65 years	31.0
NCT00101413	>=65 years	21.0
NCT00101452	<=18 years	0.0
NCT00101452	>=65 years	9.0
NCT00101452	between 18 and 65 years	157.0
NCT00101647	21 to 45 years	43.0
NCT00101647	46 to 65 years	93.0
NCT00101647	66 to 75 years	29.0
NCT00101647	>75 years	9.0
NCT00101660	> 75 years	16.0
NCT00101660	between 21 and 45 years	103.0
NCT00101660	between 46 and 65 years	186.0
NCT00101660	between 66 and 75 years	82.0
NCT00101816	>75 years	1.0
NCT00101816	between 21 and 45 years	36.0
NCT00101816	between 46 and 65 years	53.0
NCT00101816	between 66 and 75 years	19.0
NCT00101868	<=18 years	0.0
NCT00101868	>=65 years	153.0
NCT00101868	between 18 and 65 years	478.0
NCT00101933	<=18 years	0.0
NCT00101933	>=65 years	0.0
NCT00101933	between 18 and 65 years	109.0
NCT00102440	<45 years	230.0
NCT00102440	45 years to <65 years	398.0
NCT00102440	≥65 years	132.0
NCT00103012	<=18 years	0.0
NCT00103012	>=65 years	0.0
NCT00103012	between 18 and 65 years	47.0
NCT00103116	<=18 years	0.0
NCT00103116	>=65 years	2.0
NCT00103116	between 18 and 65 years	30.0
NCT00103142	<=18 years	0.0
NCT00103142	>=65 years	16.0
NCT00103142	between 18 and 65 years	58.0
NCT00103285	<=18 years	5377.0
NCT00103285	>=65 years	0.0
NCT00103285	between 18 and 65 years	0.0
NCT00103844	>75 years	5.0
NCT00103844	between 21 and 45 years	51.0
NCT00103844	between 46 and 65 years	76.0
NCT00103844	between 66 and 75 years	18.0
NCT00104104	<=18 years	0.0
NCT00104104	>=65 years	90.0
NCT00104104	between 18 and 65 years	86.0
NCT00104247	12 < age	71.0
NCT00104247	8 <= age <= 12	17.0
NCT00104299	<=18 years	6.0
NCT00104299	>=65 years	55.0
NCT00104299	between 18 and 65 years	136.0
NCT00104520	<=18 years	46.0
NCT00104520	>=65 years	1.0
NCT00104520	between 18 and 65 years	164.0
NCT00104637	<=18 years	0.0
NCT00104637	>=65 years	3.0
NCT00104637	between 18 and 65 years	7.0
NCT00104858	<=18 years	0.0
NCT00104858	>=65 years	11.0
NCT00104858	between 18 and 65 years	41.0
NCT00105001	<=18 years	2.0
NCT00105001	>=65 years	52.0
NCT00105001	between 18 and 65 years	156.0
NCT00105027	<=18 years	0.0
NCT00105027	>=65 years	417.0
NCT00105027	between 18 and 65 years	265.0
NCT00105183	<=18 years	0.0
NCT00105183	>=65 years	19.0
NCT00105183	between 18 and 65 years	204.0
NCT00105235	<=18 years	0.0
NCT00105235	>=65 years	2.0
NCT00105235	between 18 and 65 years	25.0
NCT00105560	< 8 years	37.0
NCT00105560	≥ 8 years	22.0
NCT00105586	<=18 years	0.0
NCT00105586	>=65 years	177.0
NCT00105586	between 18 and 65 years	0.0
NCT00106028	<=18 years	143.0
NCT00106028	>=65 years	0.0
NCT00106028	between 18 and 65 years	0.0
NCT00106106	<=18 years	0.0
NCT00106106	>=65 years	0.0
NCT00106106	between 18 and 65 years	49.0
NCT00106184	<=18 years	36.0
NCT00106184	>=65 years	14.0
NCT00106184	between 18 and 65 years	150.0
NCT00106353	>=16 to less than 18 years	5.0
NCT00106353	>=18 to less than or equal to 21 years	12.0
NCT00106353	greater than or equal to(>=)1 to less than16 years	54.0
NCT00106431	<=18 years	0.0
NCT00106431	>=65 years	23.0
NCT00106431	between 18 and 65 years	79.0
NCT00106964	12-13 years	19.0
NCT00106964	14-15 years	26.0
NCT00106964	16-19 years	63.0
NCT00106964	>20 years	263.0
NCT00107042	12 - 14 years	41.0
NCT00107042	15 - 17 years	82.0
NCT00107120	<=18 years	312.0
NCT00107120	>=65 years	0.0
NCT00107120	between 18 and 65 years	0.0
NCT00107575	<=18 years	2.0
NCT00107575	>=65 years	9.0
NCT00107575	between 18 and 65 years	225.0
NCT00107783	<=18 years	0.0
NCT00107783	>=65 years	1.0
NCT00107783	between 18 and 65 years	39.0
NCT00107900	<=18 years	0.0
NCT00107900	>=65 years	210.0
NCT00107900	between 18 and 65 years	396.0
NCT00107952	<=18 years	0.0
NCT00107952	>=65 years	414.0
NCT00107952	between 18 and 65 years	332.0
NCT00107978	<=18 years	0.0
NCT00107978	>=65 years	183.0
NCT00107978	between 18 and 65 years	756.0
NCT00108069	<=18 years	0.0
NCT00108069	>=65 years	1.0
NCT00108069	between 18 and 65 years	41.0
NCT00108303	<=18 years	0.0
NCT00108303	>=65 years	0.0
NCT00108303	between 18 and 65 years	538.0
NCT00108355	<=18 years	0.0
NCT00108355	>=65 years	4.0
NCT00108355	between 18 and 65 years	21.0
NCT00108524	<=18 years	0.0
NCT00108524	>=65 years	0.0
NCT00108524	between 18 and 65 years	146.0
NCT00108862	<=18 years	2.0
NCT00108862	>=65 years	3.0
NCT00108862	between 18 and 65 years	801.0
NCT00109005	<=18 years	0.0
NCT00109005	>=65 years	2.0
NCT00109005	between 18 and 65 years	15.0
NCT00109473	<=18 years	20.0
NCT00109590	18 to < 30years	107.0
NCT00109590	>=30 to < 45 years	61.0
NCT00109590	>= 45 years	1.0
NCT00109707	≥35 to <55 years	169.0
NCT00109707	<35 years	33.0
NCT00109707	≥55 to <65 years	148.0
NCT00109707	≥65 years	157.0
NCT00110214	< 65 years	353.0
NCT00110214	>=65 years	697.0
NCT00110305	<=18 years	0.0
NCT00110305	>=65 years	3.0
NCT00110305	between 18 and 65 years	365.0
NCT00110396	<=18 years	0.0
NCT00110396	>=65 years	0.0
NCT00110396	between 18 and 65 years	260.0
NCT00110513	<=18 years	0.0
NCT00110513	>=65 years	0.0
NCT00110513	between 18 and 65 years	18.0
NCT00110617	12- <16 years	53.0
NCT00110617	16- < 50 years	74.0
NCT00110617	2- < 6 years	10.0
NCT00110617	50- <65 years	3.0
NCT00110617	6- <12 years	63.0
NCT00110617	= 65 years	0.0
NCT00110812	<=18 years	0.0
