pmid	black	white	nctid	ratio	repetition
23680817	10.0	57.0	NCT00601965	0.17543859649122806	2
30447565	24.0	99.0	NCT00602355	0.24242424242424243	2
29149756	9.0	49.0	NCT00602537	0.1836734693877551	2
29136600	9.0	49.0	NCT00602537	0.1836734693877551	2
27805299	9.0	49.0	NCT00602537	0.1836734693877551	2
26892848	9.0	49.0	NCT00602537	0.1836734693877551	2
26803764	9.0	49.0	NCT00602537	0.1836734693877551	2
26143402	9.0	49.0	NCT00602537	0.1836734693877551	2
26704701	8.5	371.0	NCT00603278	0.022911051212938006	2
23062392	8.5	371.0	NCT00603278	0.022911051212938006	2
26704701	32.0	419.0	NCT00603382	0.07637231503579953	2
22342538	32.0	419.0	NCT00603382	0.07637231503579953	2
21828231	20.0	477.0	NCT00603746	0.041928721174004195	2
25928214	57.0	1461.0	NCT00604214	0.039014373716632446	2
22616830	57.0	1461.0	NCT00604214	0.039014373716632446	2
18708615	70.0	532.0	NCT00604383	0.13157894736842105	2
23006447	3.0	52.0	NCT00606021	0.057692307692307696	2
23388004	0.0	0.0	NCT00606580	0.0	1
27578134	2.0	38.0	NCT00607373	0.05263157894736842	2
20227758	2.0	38.0	NCT00607373	0.05263157894736842	2
24450612	125.0	545.0	NCT00607620	0.22935779816513763	2
31860326	67.0	78.0	NCT00607893	0.8589743589743589	4
29684316	67.0	78.0	NCT00607893	0.8589743589743589	4
27091532	67.0	78.0	NCT00607893	0.8589743589743589	4
